X	Y
109.7518682	-8.591821151
107.589706	-8.591821151
115.517634	-8.952181511
113.3554718	-8.952181511
112.9951114	-8.952181511
112.6347511	-8.952181511
112.2743907	-8.952181511
111.9140304	-8.952181511
111.55367	-8.952181511
111.1933096	-8.952181511
110.8329493	-8.952181511
110.4725889	-8.952181511
110.1122286	-8.952181511
109.7518682	-8.952181511
107.589706	-8.952181511
115.517634	-9.312541871
113.3554718	-9.312541871
112.9951114	-9.312541871
112.6347511	-9.312541871
112.2743907	-9.312541871
111.9140304	-9.312541871
111.55367	-9.312541871
111.1933096	-9.312541871
110.8329493	-9.312541871
110.4725889	-9.312541871
110.1122286	-9.312541871
109.7518682	-9.312541871
107.589706	-9.312541871
115.517634	-9.672902232
113.3554718	-9.672902232
112.9951114	-9.672902232
112.6347511	-9.672902232
112.2743907	-9.672902232
111.9140304	-9.672902232
111.55367	-9.672902232
111.1933096	-9.672902232
110.8329493	-9.672902232
110.4725889	-9.672902232
110.1122286	-9.672902232
109.7518682	-9.672902232
107.589706	-9.672902232
115.517634	-10.03326259
113.3554718	-10.03326259
112.9951114	-10.03326259
112.6347511	-10.03326259
112.2743907	-10.03326259
111.9140304	-10.03326259
111.55367	-10.03326259
111.1933096	-10.03326259
110.8329493	-10.03326259
110.4725889	-10.03326259
110.1122286	-10.03326259
109.7518682	-10.03326259
107.589706	-10.03326259
115.517634	-10.39362295
113.3554718	-10.39362295
112.9951114	-10.39362295
112.6347511	-10.39362295
112.2743907	-10.39362295
111.9140304	-10.39362295
111.55367	-10.39362295
111.1933096	-10.39362295
110.8329493	-10.39362295
110.4725889	-10.39362295
110.1122286	-10.39362295
109.7518682	-10.39362295
107.589706	-10.39362295
115.517634	-10.75398331
113.3554718	-10.75398331
112.9951114	-10.75398331
112.6347511	-10.75398331
112.2743907	-10.75398331
111.9140304	-10.75398331
111.55367	-10.75398331
111.1933096	-10.75398331
110.8329493	-10.75398331
110.4725889	-10.75398331
110.1122286	-10.75398331
109.7518682	-10.75398331
107.589706	-10.75398331
115.517634	-11.11434367
113.3554718	-11.11434367
112.9951114	-11.11434367
112.6347511	-11.11434367
112.2743907	-11.11434367
111.9140304	-11.11434367
111.55367	-11.11434367
111.1933096	-11.11434367
110.8329493	-11.11434367
110.4725889	-11.11434367
110.1122286	-11.11434367
109.7518682	-11.11434367
107.589706	-11.11434367
115.517634	-11.47470403
113.3554718	-11.47470403
112.9951114	-11.47470403
112.6347511	-11.47470403
112.2743907	-11.47470403
111.9140304	-11.47470403
111.55367	-11.47470403
111.1933096	-11.47470403
110.8329493	-11.47470403
110.4725889	-11.47470403
110.1122286	-11.47470403
109.7518682	-11.47470403
107.589706	-11.47470403
115.517634	-11.83506439
113.3554718	-11.83506439
112.9951114	-11.83506439
112.6347511	-11.83506439
112.2743907	-11.83506439
111.9140304	-11.83506439
111.55367	-11.83506439
111.1933096	-11.83506439
110.8329493	-11.83506439
110.4725889	-11.83506439
110.1122286	-11.83506439
109.7518682	-11.83506439
107.589706	-11.83506439
115.517634	-12.19542475
113.3554718	-12.19542475
112.9951114	-12.19542475
112.6347511	-12.19542475
112.2743907	-12.19542475
111.9140304	-12.19542475
111.55367	-12.19542475
111.1933096	-12.19542475
110.8329493	-12.19542475
110.4725889	-12.19542475
110.1122286	-12.19542475
109.7518682	-12.19542475
107.589706	-12.19542475
115.517634	-15.61884818
113.3554718	-15.61884818
112.9951114	-15.61884818
112.6347511	-15.61884818
112.2743907	-15.61884818
111.9140304	-15.61884818
111.55367	-15.61884818
111.1933096	-15.61884818
110.8329493	-15.61884818
110.4725889	-15.61884818
110.1122286	-15.61884818
109.7518682	-15.61884818
107.589706	-15.61884818
